Regioaanduiding.Codering..code.,Perioden,Wijken.en.buurten.x,Regioaanduiding.Gemeentenaam..naam..x,Regioaanduiding.Soort.regio..omschrijving..x,Regioaanduiding.Indelingswijziging.wijken.en.buurten..code.,Horeca.Cafés.en.dergelijke.Afstand.tot.café.e.d...km.,Leeftijd,Marges,Wijken.en.buurten.y,Regioaanduiding.Gemeentenaam..naam..y,Regioaanduiding.Soort.regio..omschrijving..y,Ervaren.gezondheid..goed.zeer.goed.....,Bewegen.Voldoet.aan.beweegrichtlijn....,Onder..en.overgewicht.Mate.van.overgewicht.Ernstig.overgewicht....,Roker....,Alcoholgebruik.Voldoet.aan.alcohol.richtlijn....,Alcoholgebruik.Drinker....,Alcoholgebruik.Zware.drinker....,Alcoholgebruik.Overmatige.drinker....,Lichamelijke.gezondheid.Eén.of.meer.langdurige.aandoeningen....,Psychische.klachten....,Veerkracht..Zeer..lage.veerkracht....,Hoog.risico.op.angst.of.depressie....,Eenzaamheid.Ernstig.zeer.ernstig.eenzaam....
BU19310107,2020,Industrieterrein Krimpen,Krimpenerwaard,Buurt,1,"0,2",18 jaar of ouder,Waarde,Industrieterrein Krimpen,Krimpenerwaard,Buurt,82.6,45.1,14.5,15.6,47.5,78.2,5.4,4.5,27.8,.,.,3.9,7.2
BU19310107,2022,Industrieterrein Krimpen,Krimpenerwaard,Buurt,1,0.1,18 jaar of ouder,Waarde,Industrieterrein Krimpen,Krimpenerwaard,Buurt,74.1,45.0,13.8,21.4,48.7,78.1,8.6,5.4,25.2,26.5,16.1,11.5,20.3
BU19310108,2016,Lekdijk,Krimpenerwaard,Buurt,1,"1,2",18 jaar of ouder,Waarde,Lekdijk,Krimpenerwaard,Buurt,83.9,46.0,11.7,17.0,40.1,86.2,8.8,6.4,27.0,.,.,3.8,6.7
BU19310108,2020,Lekdijk,Krimpenerwaard,Buurt,1,"1,2",18 jaar of ouder,Waarde,Lekdijk,Krimpenerwaard,Buurt,84.3,46.6,14.1,13.4,42.2,83.0,7.2,6.7,28.1,.,.,3.9,7.5
BU19310108,2022,Lekdijk,Krimpenerwaard,Buurt,1,1.2,18 jaar of ouder,Waarde,Lekdijk,Krimpenerwaard,Buurt,76.3,42.6,14.6,15.0,41.5,83.2,9.8,7.0,27.6,17.4,12.6,6.9,9.7
BU19310109,2016,Verspr. huizen Krimpen aan de Lek,Krimpenerwaard,Buurt,1,"1,9",18 jaar of ouder,Waarde,Verspr. huizen Krimpen aan de Lek,Krimpenerwaard,Buurt,85.1,52.0,11.3,15.1,39.6,84.8,8.8,6.8,27.4,.,.,2.8,5.9
BU19310109,2020,Verspr. huizen Krimpen aan de Lek,Krimpenerwaard,Buurt,1,"1,9",18 jaar of ouder,Waarde,Verspr. huizen Krimpen aan de Lek,Krimpenerwaard,Buurt,85.7,50.4,13.5,12.5,45.7,83.6,5.3,5.5,26.4,.,.,3.4,6.9
BU19310109,2022,Verspr. huizen Krimpen aan de Lek,Krimpenerwaard,Buurt,1,1.9,18 jaar of ouder,Waarde,Verspr. huizen Krimpen aan de Lek,Krimpenerwaard,Buurt,77.6,46.4,15.1,13.2,45.6,83.1,7.7,5.3,25.8,15.2,11.9,6.5,8.2
BU19310200,2016,Ouderkerk aan den IJssel,Krimpenerwaard,Buurt,1,"0,6",18 jaar of ouder,Waarde,Ouderkerk aan den IJssel,Krimpenerwaard,Buurt,79.8,45.9,14.0,16.8,43.2,84.8,9.2,6.8,31.2,.,.,4.3,7.0
BU19310200,2020,Ouderkerk aan den IJssel,Krimpenerwaard,Buurt,1,"0,5",18 jaar of ouder,Waarde,Ouderkerk aan den IJssel,Krimpenerwaard,Buurt,81.6,44.9,15.3,13.3,46.9,79.3,6.9,5.9,30.4,.,.,4.4,8.0
BU19310200,2022,Ouderkerk aan den IJssel,Krimpenerwaard,Buurt,1,0.6,18 jaar of ouder,Waarde,Ouderkerk aan den IJssel,Krimpenerwaard,Buurt,72.9,40.0,17.0,14.0,46.6,79.7,8.6,6.5,29.8,17.3,14.6,6.9,11.0
BU19310208,2016,Verspr. huizen Ouderkerk Noord,Krimpenerwaard,Buurt,1,"4,1",18 jaar of ouder,Waarde,Verspr. huizen Ouderkerk Noord,Krimpenerwaard,Buurt,81.3,47.1,14.5,17.6,41.8,83.7,9.6,6.7,29.6,.,.,4.3,6.3
BU19310208,2020,Verspr. huizen Ouderkerk Noord,Krimpenerwaard,Buurt,1,"4,1",18 jaar of ouder,Waarde,Verspr. huizen Ouderkerk Noord,Krimpenerwaard,Buurt,83.9,46.9,14.5,14.2,44.7,81.4,7.7,6.3,28.8,.,.,4.2,6.8
BU19310208,2022,Verspr. huizen Ouderkerk Noord,Krimpenerwaard,Buurt,1,3.5,18 jaar of ouder,Waarde,Verspr. huizen Ouderkerk Noord,Krimpenerwaard,Buurt,74.4,42.2,16.6,15.1,44.1,81.7,9.8,7.1,28.7,17.0,14.1,7.2,9.4
BU19310209,2016,Verspr. huizen Ouderkerk Oost,Krimpenerwaard,Buurt,1,"2,7",18 jaar of ouder,Waarde,Verspr. huizen Ouderkerk Oost,Krimpenerwaard,Buurt,85.9,45.7,12.3,13.3,44.1,85.7,8.0,6.2,26.1,.,.,2.7,4.5
BU19310209,2020,Verspr. huizen Ouderkerk Oost,Krimpenerwaard,Buurt,1,"2,6",18 jaar of ouder,Waarde,Verspr. huizen Ouderkerk Oost,Krimpenerwaard,Buurt,87.6,47.0,11.0,10.7,48.9,82.3,6.3,6.3,23.5,.,.,2.6,5.0
BU19310209,2022,Verspr. huizen Ouderkerk Oost,Krimpenerwaard,Buurt,1,2.6,18 jaar of ouder,Waarde,Verspr. huizen Ouderkerk Oost,Krimpenerwaard,Buurt,79.9,44.8,11.9,11.0,45.8,81.4,10.1,7.5,24.9,14.1,10.8,4.6,6.5
BU19310300,2016,Gouderak,Krimpenerwaard,Buurt,1,"3,6",18 jaar of ouder,Waarde,Gouderak,Krimpenerwaard,Buurt,78.3,48.4,15.1,19.2,44.3,81.1,8.8,6.7,33.1,.,.,5.4,8.2
BU19310300,2020,Gouderak,Krimpenerwaard,Buurt,1,"3,6",18 jaar of ouder,Waarde,Gouderak,Krimpenerwaard,Buurt,81.0,45.6,16.0,16.8,46.4,78.1,7.1,6.0,31.7,.,.,5.8,9.5
BU19310300,2022,Gouderak,Krimpenerwaard,Buurt,1,1,18 jaar of ouder,Waarde,Gouderak,Krimpenerwaard,Buurt,71.6,42.4,17.5,16.4,46.9,78.9,8.6,6.5,31.5,19.7,16.3,8.5,12.2
BU19310400,2016,Bergambacht-Dorp,Krimpenerwaard,Buurt,1,"0,8",18 jaar of ouder,Waarde,Bergambacht-Dorp,Krimpenerwaard,Buurt,77.3,47.7,13.1,15.5,45.3,83.6,8.6,6.5,33.2,.,.,4.6,7.6
BU19310400,2020,Bergambacht-Dorp,Krimpenerwaard,Buurt,1,"0,9",18 jaar of ouder,Waarde,Bergambacht-Dorp,Krimpenerwaard,Buurt,80.0,44.4,14.9,12.8,48.3,80.4,5.8,5.9,32.3,.,.,4.5,9.1
BU19310400,2022,Bergambacht-Dorp,Krimpenerwaard,Buurt,1,0.9,18 jaar of ouder,Waarde,Bergambacht-Dorp,Krimpenerwaard,Buurt,71.6,42.4,14.8,13.6,48.1,79.7,8.8,6.8,32.9,17.9,14.2,7.1,11.2
BU19310401,2016,Kadijk en Kadijkselaan,Krimpenerwaard,Buurt,1,"1,7",18 jaar of ouder,Waarde,Kadijk en Kadijkselaan,Krimpenerwaard,Buurt,84.1,48.2,11.9,17.1,42.5,86.6,10.4,7.3,25.9,.,.,3.5,5.8
BU19310401,2020,Kadijk en Kadijkselaan,Krimpenerwaard,Buurt,1,"1,6",18 jaar of ouder,Waarde,Kadijk en Kadijkselaan,Krimpenerwaard,Buurt,86.7,49.0,12.2,13.3,46.2,82.4,7.6,6.7,23.9,.,.,4.0,7.2
BU19310401,2022,Kadijk en Kadijkselaan,Krimpenerwaard,Buurt,1,1.6,18 jaar of ouder,Waarde,Kadijk en Kadijkselaan,Krimpenerwaard,Buurt,79.4,45.2,14.8,15.9,44.8,82.7,11.6,7.8,24.3,16.2,12.5,6.6,8.6
BU19310402,2016,Uitbreiding Dorp,Krimpenerwaard,Buurt,1,"0,5",18 jaar of ouder,Waarde,Uitbreiding Dorp,Krimpenerwaard,Buurt,77.3,48.3,15.4,18.7,47.5,79.9,8.8,6.2,32.6,.,.,5.7,8.5
BU19310402,2020,Uitbreiding Dorp,Krimpenerwaard,Buurt,1,"0,5",18 jaar of ouder,Waarde,Uitbreiding Dorp,Krimpenerwaard,Buurt,79.4,44.9,16.6,15.1,51.4,76.1,5.6,5.2,32.2,.,.,5.9,10.3
BU19310402,2022,Uitbreiding Dorp,Krimpenerwaard,Buurt,1,0.5,18 jaar of ouder,Waarde,Uitbreiding Dorp,Krimpenerwaard,Buurt,69.2,42.0,18.7,15.9,51.6,74.0,8.3,6.1,33.7,20.1,17.1,8.9,12.7
BU19310403,2016,Benedenberg en Zuidbroek,Krimpenerwaard,Buurt,1,"3,3",18 jaar of ouder,Waarde,Benedenberg en Zuidbroek,Krimpenerwaard,Buurt,84.3,46.7,11.5,13.7,41.3,85.9,9.1,7.0,27.7,.,.,3.0,5.0
BU19310403,2020,Benedenberg en Zuidbroek,Krimpenerwaard,Buurt,1,"3,2",18 jaar of ouder,Waarde,Benedenberg en Zuidbroek,Krimpenerwaard,Buurt,86.4,46.2,11.4,10.4,46.0,82.8,6.7,6.4,25.6,.,.,2.6,5.7
BU19310403,2022,Benedenberg en Zuidbroek,Krimpenerwaard,Buurt,1,3.3,18 jaar of ouder,Waarde,Benedenberg en Zuidbroek,Krimpenerwaard,Buurt,79.0,45.3,12.0,10.8,44.6,83.5,9.7,7.7,28.7,12.9,10.6,4.4,7.3
BU19310404,2016,Tussenlanen,Krimpenerwaard,Buurt,1,"1,7",18 jaar of ouder,Waarde,Tussenlanen,Krimpenerwaard,Buurt,82.7,44.8,11.0,14.1,45.5,85.6,8.7,6.7,27.7,.,.,3.3,4.8
BU19310404,2020,Tussenlanen,Krimpenerwaard,Buurt,1,"1,8",18 jaar of ouder,Waarde,Tussenlanen,Krimpenerwaard,Buurt,87.6,49.9,10.2,10.3,46.0,83.9,6.8,6.3,26.7,.,.,2.7,5.6
BU19310404,2022,Tussenlanen,Krimpenerwaard,Buurt,1,1.8,18 jaar of ouder,Waarde,Tussenlanen,Krimpenerwaard,Buurt,79.1,43.7,12.6,11.2,45.6,82.6,9.2,6.8,25.6,13.3,11.1,5.1,7.1
BU19310409,2016,Bovenberg westelijk van de Fransekade,Krimpenerwaard,Buurt,1,"2,3",18 jaar of ouder,Waarde,Bovenberg westelijk van de Fransekade,Krimpenerwaard,Buurt,84.6,47.0,10.5,14.8,39.6,87.3,8.4,6.9,28.8,.,.,3.0,4.9
BU19310409,2020,Bovenberg westelijk van de Fransekade,Krimpenerwaard,Buurt,1,"2,3",18 jaar of ouder,Waarde,Bovenberg westelijk van de Fransekade,Krimpenerwaard,Buurt,88.1,49.7,11.5,11.3,43.4,85.7,6.5,6.3,27.1,.,.,2.8,5.3
BU19310409,2022,Bovenberg westelijk van de Fransekade,Krimpenerwaard,Buurt,1,2.4,18 jaar of ouder,Waarde,Bovenberg westelijk van de Fransekade,Krimpenerwaard,Buurt,79.8,45.0,11.1,11.3,41.6,85.7,10.1,7.1,25.5,13.3,10.3,5.0,7.1
BU19310500,2016,Bergstoep,Krimpenerwaard,Buurt,1,"1,2",18 jaar of ouder,Waarde,Bergstoep,Krimpenerwaard,Buurt,82.3,49.5,13.0,17.8,41.8,85.7,9.4,6.5,28.9,.,.,4.0,6.9
BU19310500,2020,Bergstoep,Krimpenerwaard,Buurt,1,"1,2",18 jaar of ouder,Waarde,Bergstoep,Krimpenerwaard,Buurt,84.1,46.2,13.9,13.1,45.3,81.7,6.8,5.8,28.8,.,.,4.1,7.8
BU19310500,2022,Bergstoep,Krimpenerwaard,Buurt,1,1.2,18 jaar of ouder,Waarde,Bergstoep,Krimpenerwaard,Buurt,74.6,43.1,15.5,13.4,46.0,80.7,9.4,6.8,29.9,16.0,13.1,6.4,10.2
BU19310501,2016,Lekdijk-West en Provinciale weg (ged.),Krimpenerwaard,Buurt,1,"3,5",18 jaar of ouder,Waarde,Lekdijk-West en Provinciale weg (ged.),Krimpenerwaard,Buurt,85.8,46.1,11.7,14.8,42.0,87.3,8.9,6.8,25.8,.,.,2.6,4.7
BU19310501,2020,Lekdijk-West en Provinciale weg (ged.),Krimpenerwaard,Buurt,1,"1,7",18 jaar of ouder,Waarde,Lekdijk-West en Provinciale weg (ged.),Krimpenerwaard,Buurt,86.0,45.4,12.7,10.7,43.5,82.5,7.0,6.8,27.0,.,.,2.9,6.1
BU19310501,2022,Lekdijk-West en Provinciale weg (ged.),Krimpenerwaard,Buurt,1,3.6,18 jaar of ouder,Waarde,Lekdijk-West en Provinciale weg (ged.),Krimpenerwaard,Buurt,77.7,42.8,13.9,11.8,45.1,82.0,9.3,7.6,27.1,14.7,11.6,5.9,8.8
BU19310502,2016,Lekdijk-Oost en Provinciale weg (ged.),Krimpenerwaard,Buurt,1,"1,1",18 jaar of ouder,Waarde,Lekdijk-Oost en Provinciale weg (ged.),Krimpenerwaard,Buurt,85.0,52.9,10.5,13.2,41.1,87.0,8.7,6.0,28.8,.,.,2.6,5.9
BU19310502,2020,Lekdijk-Oost en Provinciale weg (ged.),Krimpenerwaard,Buurt,1,"1,1",18 jaar of ouder,Waarde,Lekdijk-Oost en Provinciale weg (ged.),Krimpenerwaard,Buurt,86.9,48.9,11.5,14.6,40.2,83.6,7.6,6.0,28.0,.,.,3.1,7.1
BU19310502,2022,Lekdijk-Oost en Provinciale weg (ged.),Krimpenerwaard,Buurt,1,1.1,18 jaar of ouder,Waarde,Lekdijk-Oost en Provinciale weg (ged.),Krimpenerwaard,Buurt,79.0,47.4,12.6,13.9,40.2,84.6,12.3,8.1,26.0,15.4,11.9,6.3,8.8
BU19310503,2016,Bovenstad,Krimpenerwaard,Buurt,1,"1,1",18 jaar of ouder,Waarde,Bovenstad,Krimpenerwaard,Buurt,79.5,46.7,13.0,13.5,43.2,84.8,8.3,7.1,33.8,.,.,3.5,5.9
BU19310503,2020,Bovenstad,Krimpenerwaard,Buurt,1,"1,1",18 jaar of ouder,Waarde,Bovenstad,Krimpenerwaard,Buurt,82.8,46.6,14.2,10.7,47.1,83.0,6.0,6.8,33.2,.,.,3.3,6.3
BU19310503,2022,Bovenstad,Krimpenerwaard,Buurt,1,1.1,18 jaar of ouder,Waarde,Bovenstad,Krimpenerwaard,Buurt,74.1,43.4,14.0,11.5,46.4,81.2,7.8,6.6,32.2,14.4,12.0,5.6,8.6
BU19310504,2016,Provinciale weg (ged.) De Hem en Hogedij,Krimpenerwaard,Buurt,1,"1,9",18 jaar of ouder,Waarde,Provinciale weg (ged.) De Hem en Hogedij,Krimpenerwaard,Buurt,82.5,47.6,13.8,14.7,43.3,86.2,10.5,6.0,27.9,.,.,2.6,4.4
BU19310504,2020,Provinciale weg (ged.) De Hem en Hogedij,Krimpenerwaard,Buurt,1,"1,9",18 jaar of ouder,Waarde,Provinciale weg (ged.) De Hem en Hogedij,Krimpenerwaard,Buurt,84.4,43.8,12.0,11.0,47.0,81.8,7.4,6.2,28.8,.,.,2.4,5.3
BU19310504,2022,Provinciale weg (ged.) De Hem en Hogedij,Krimpenerwaard,Buurt,1,1.8,18 jaar of ouder,Waarde,Provinciale weg (ged.) De Hem en Hogedij,Krimpenerwaard,Buurt,77.5,42.5,15.8,12.0,43.6,80.5,9.2,6.4,28.9,14.3,11.7,5.5,8.8
BU19310600,2016,Ammerstol,Krimpenerwaard,Buurt,1,"0,4",18 jaar of ouder,Waarde,Ammerstol,Krimpenerwaard,Buurt,79.0,47.4,15.1,19.4,42.6,83.9,10.0,6.8,32.2,.,.,5.3,8.1
BU19310600,2020,Ammerstol,Krimpenerwaard,Buurt,1,"0,4",18 jaar of ouder,Waarde,Ammerstol,Krimpenerwaard,Buurt,80.7,44.1,16.8,16.1,45.8,79.8,6.9,6.3,32.9,.,.,5.0,8.7
BU19310600,2022,Ammerstol,Krimpenerwaard,Buurt,1,0.4,18 jaar of ouder,Waarde,Ammerstol,Krimpenerwaard,Buurt,70.8,41.6,18.1,16.9,45.3,79.4,9.5,7.1,32.2,19.3,15.3,8.3,11.1
BU19310700,2016,Berkenwoude,Krimpenerwaard,Buurt,1,"5,7",18 jaar of ouder,Waarde,Berkenwoude,Krimpenerwaard,Buurt,82.6,46.3,13.8,15.7,43.0,84.0,8.3,7.7,30.1,.,.,3.7,5.7
BU19310700,2020,Berkenwoude,Krimpenerwaard,Buurt,1,"5,7",18 jaar of ouder,Waarde,Berkenwoude,Krimpenerwaard,Buurt,84.6,44.5,12.6,12.1,45.5,81.5,6.6,6.7,26.3,.,.,3.8,6.3
BU19310700,2022,Berkenwoude,Krimpenerwaard,Buurt,1,5.6,18 jaar of ouder,Waarde,Berkenwoude,Krimpenerwaard,Buurt,76.0,42.0,14.6,12.6,48.6,80.4,8.5,6.9,28.4,16.4,13.3,6.2,9.0
BU19310701,2016,Achterbroek,Krimpenerwaard,Buurt,1,"7,3",18 jaar of ouder,Waarde,Achterbroek,Krimpenerwaard,Buurt,86.9,42.6,12.9,15.7,49.3,81.6,6.6,4.6,24.7,.,.,3.3,4.9
BU19310701,2020,Achterbroek,Krimpenerwaard,Buurt,1,"7,3",18 jaar of ouder,Waarde,Achterbroek,Krimpenerwaard,Buurt,88.0,48.8,10.6,10.5,50.2,73.1,5.9,5.5,22.3,.,.,3.7,6.4
BU19310701,2022,Achterbroek,Krimpenerwaard,Buurt,1,6.8,18 jaar of ouder,Waarde,Achterbroek,Krimpenerwaard,Buurt,78.4,43.2,13.8,11.1,53.3,75.2,8.4,6.0,27.2,13.9,12.9,4.9,8.0
BU19310800,2016,Haastrecht-Dorpskern,Krimpenerwaard,Buurt,1,"0,2",18 jaar of ouder,Waarde,Haastrecht-Dorpskern,Krimpenerwaard,Buurt,82.6,49.9,12.3,17.1,36.0,87.1,11.5,7.7,29.4,.,.,3.4,6.6
BU19310800,2020,Haastrecht-Dorpskern,Krimpenerwaard,Buurt,1,"0,3",18 jaar of ouder,Waarde,Haastrecht-Dorpskern,Krimpenerwaard,Buurt,85.3,50.1,12.5,13.7,41.1,84.0,8.8,7.6,29.7,.,.,4.1,7.1
BU19310800,2022,Haastrecht-Dorpskern,Krimpenerwaard,Buurt,1,0.4,18 jaar of ouder,Waarde,Haastrecht-Dorpskern,Krimpenerwaard,Buurt,75.4,46.0,14.2,14.2,40.6,82.3,10.2,7.3,29.7,17.1,12.8,7.0,10.1
BU19310801,2016,Boven-Haastrecht,Krimpenerwaard,Buurt,1,"2,3",18 jaar of ouder,Waarde,Boven-Haastrecht,Krimpenerwaard,Buurt,85.1,51.6,11.8,15.5,38.1,85.4,10.9,7.1,25.1,.,.,3.5,4.6
BU19310801,2020,Boven-Haastrecht,Krimpenerwaard,Buurt,1,"2,5",18 jaar of ouder,Waarde,Boven-Haastrecht,Krimpenerwaard,Buurt,87.6,48.6,10.6,13.2,40.3,85.0,7.8,6.2,24.2,.,.,2.7,5.3
BU19310801,2022,Boven-Haastrecht,Krimpenerwaard,Buurt,1,2.4,18 jaar of ouder,Waarde,Boven-Haastrecht,Krimpenerwaard,Buurt,80.0,46.8,12.5,12.8,37.3,84.3,11.8,8.4,23.6,13.8,11.4,5.4,7.4
BU19310802,2016,Beneden-Haastrecht,Krimpenerwaard,Buurt,1,"1,8",18 jaar of ouder,Waarde,Beneden-Haastrecht,Krimpenerwaard,Buurt,83.4,52.5,10.4,15.9,41.0,85.1,9.0,6.7,27.1,.,.,3.6,6.4
BU19310802,2020,Beneden-Haastrecht,Krimpenerwaard,Buurt,1,"1,6",18 jaar of ouder,Waarde,Beneden-Haastrecht,Krimpenerwaard,Buurt,85.6,51.8,10.7,12.2,44.9,82.6,7.1,6.1,28.9,.,.,3.8,6.3
BU19310802,2022,Beneden-Haastrecht,Krimpenerwaard,Buurt,1,2,18 jaar of ouder,Waarde,Beneden-Haastrecht,Krimpenerwaard,Buurt,78.6,50.8,12.2,12.0,39.2,85.0,8.9,6.4,28.0,15.5,10.4,5.4,8.2
BU19310803,2016,Rozendaal,Krimpenerwaard,Buurt,1,"2,6",18 jaar of ouder,Waarde,Rozendaal,Krimpenerwaard,Buurt,81.9,43.6,13.1,15.4,38.9,82.9,11.0,6.9,28.0,.,.,3.2,7.0
BU19310803,2020,Rozendaal,Krimpenerwaard,Buurt,1,"2,6",18 jaar of ouder,Waarde,Rozendaal,Krimpenerwaard,Buurt,83.8,44.9,12.7,11.3,43.7,79.0,7.8,7.5,26.7,.,.,2.3,8.1
BU19310803,2022,Rozendaal,Krimpenerwaard,Buurt,1,2.6,18 jaar of ouder,Waarde,Rozendaal,Krimpenerwaard,Buurt,77.6,47.2,13.1,15.1,38.4,82.6,9.9,7.4,28.1,12.9,11.0,4.4,9.7
BU19310804,2016,Stolwijkersluis (ged.),Krimpenerwaard,Buurt,1,"1,7",18 jaar of ouder,Waarde,Stolwijkersluis (ged.),Krimpenerwaard,Buurt,83.0,52.8,12.5,15.4,40.5,84.3,8.8,7.1,30.8,.,.,3.2,5.2
BU19310804,2020,Stolwijkersluis (ged.),Krimpenerwaard,Buurt,1,"1,4",18 jaar of ouder,Waarde,Stolwijkersluis (ged.),Krimpenerwaard,Buurt,83.2,47.2,13.3,14.6,48.3,79.3,5.6,5.1,31.0,.,.,4.6,6.1
BU19310804,2022,Stolwijkersluis (ged.),Krimpenerwaard,Buurt,1,1.7,18 jaar of ouder,Waarde,Stolwijkersluis (ged.),Krimpenerwaard,Buurt,77.6,46.5,14.4,11.1,43.3,82.5,8.7,6.2,30.6,14.1,12.9,5.2,9.6
BU19310805,2016,Hofkamp,Krimpenerwaard,Buurt,1,"0,7",18 jaar of ouder,Waarde,Hofkamp,Krimpenerwaard,Buurt,74.5,44.4,13.2,11.9,45.6,82.8,7.9,7.8,38.1,.,.,4.9,8.0
BU19310805,2020,Hofkamp,Krimpenerwaard,Buurt,1,"0,7",18 jaar of ouder,Waarde,Hofkamp,Krimpenerwaard,Buurt,78.0,44.5,12.5,10.6,50.3,77.7,6.2,7.0,34.7,.,.,3.9,8.5
BU19310805,2022,Hofkamp,Krimpenerwaard,Buurt,1,0.8,18 jaar of ouder,Waarde,Hofkamp,Krimpenerwaard,Buurt,71.0,43.0,13.3,10.3,50.6,77.7,7.5,6.5,33.1,15.6,13.3,5.9,9.9
BU19310806,2016,Agterpoort,Krimpenerwaard,Buurt,1,"0,4",18 jaar of ouder,Waarde,Agterpoort,Krimpenerwaard,Buurt,75.0,45.2,14.5,20.2,43.0,82.1,10.6,7.0,34.8,.,.,5.9,10.3
BU19310806,2020,Agterpoort,Krimpenerwaard,Buurt,1,"0,5",18 jaar of ouder,Waarde,Agterpoort,Krimpenerwaard,Buurt,78.2,44.4,16.5,16.4,47.8,78.0,9.0,7.3,35.4,.,.,5.5,10.0
BU19310806,2022,Agterpoort,Krimpenerwaard,Buurt,1,0.7,18 jaar of ouder,Waarde,Agterpoort,Krimpenerwaard,Buurt,68.3,41.1,17.4,17.7,47.2,76.3,9.7,7.2,32.9,19.6,16.3,8.6,12.6
BU19310807,2016,Stein,Krimpenerwaard,Buurt,1,"0,4",18 jaar of ouder,Waarde,Stein,Krimpenerwaard,Buurt,74.8,45.6,15.9,17.5,42.9,81.7,10.1,7.7,35.2,.,.,5.0,8.1
BU19310807,2020,Stein,Krimpenerwaard,Buurt,1,"0,4",18 jaar of ouder,Waarde,Stein,Krimpenerwaard,Buurt,77.0,43.6,16.4,14.3,49.0,76.8,7.6,6.8,35.8,.,.,5.2,8.6
BU19310807,2022,Stein,Krimpenerwaard,Buurt,1,0.4,18 jaar of ouder,Waarde,Stein,Krimpenerwaard,Buurt,67.9,41.4,18.3,14.4,46.4,76.3,8.6,6.7,33.9,18.5,15.7,7.6,11.5
BU19310808,2016,Verspr. huizen Haastrecht Noord,Krimpenerwaard,Buurt,1,"0,9",18 jaar of ouder,Waarde,Verspr. huizen Haastrecht Noord,Krimpenerwaard,Buurt,86.0,52.4,9.3,15.7,34.7,89.1,13.5,6.7,24.1,.,.,2.4,4.6
BU19310808,2020,Verspr. huizen Haastrecht Noord,Krimpenerwaard,Buurt,1,1,18 jaar of ouder,Waarde,Verspr. huizen Haastrecht Noord,Krimpenerwaard,Buurt,86.6,51.7,10.5,12.1,41.2,84.8,9.2,7.6,25.2,.,.,3.2,5.8
BU19310808,2022,Verspr. huizen Haastrecht Noord,Krimpenerwaard,Buurt,1,1,18 jaar of ouder,Waarde,Verspr. huizen Haastrecht Noord,Krimpenerwaard,Buurt,77.7,48.4,12.2,13.5,41.1,84.6,10.7,7.1,27.1,15.6,10.8,5.4,8.8
BU19310809,2016,Verspr. huizen Haastrecht Zuid,Krimpenerwaard,Buurt,1,NA,18 jaar of ouder,Waarde,Verspr. huizen Haastrecht Zuid,Krimpenerwaard,Buurt,85.0,51.1,10.0,14.9,40.1,86.1,10.3,6.6,24.7,.,.,4.1,5.9
BU19310809,2020,Verspr. huizen Haastrecht Zuid,Krimpenerwaard,Buurt,1,2,18 jaar of ouder,Waarde,Verspr. huizen Haastrecht Zuid,Krimpenerwaard,Buurt,87.3,49.4,9.5,11.9,41.3,84.6,8.7,7.3,24.7,.,.,2.7,5.0
BU19310809,2022,Verspr. huizen Haastrecht Zuid,Krimpenerwaard,Buurt,1,2.1,18 jaar of ouder,Waarde,Verspr. huizen Haastrecht Zuid,Krimpenerwaard,Buurt,80.3,47.1,11.1,13.2,39.1,83.8,12.8,8.0,25.5,15.3,11.7,6.4,8.2
BU19310810,2016,Bergvliet,Krimpenerwaard,Buurt,1,1,18 jaar of ouder,Waarde,Bergvliet,Krimpenerwaard,Buurt,83.3,51.3,13.6,18.1,38.2,85.6,10.9,7.2,28.8,.,.,4.0,7.2
BU19310810,2020,Bergvliet,Krimpenerwaard,Buurt,1,1,18 jaar of ouder,Waarde,Bergvliet,Krimpenerwaard,Buurt,83.2,49.9,13.9,14.2,41.8,83.5,9.0,6.7,31.2,.,.,5.2,8.2
BU19310810,2022,Bergvliet,Krimpenerwaard,Buurt,1,1,18 jaar of ouder,Waarde,Bergvliet,Krimpenerwaard,Buurt,74.1,46.7,15.9,14.4,41.3,82.2,9.5,7.0,29.9,17.8,13.7,7.2,10.6
BU19311000,2016,Stolwijk,Krimpenerwaard,Buurt,1,"0,6",18 jaar of ouder,Waarde,Stolwijk,Krimpenerwaard,Buurt,79.2,47.8,14.0,17.3,42.4,82.8,9.7,6.6,31.2,.,.,4.7,7.8
BU19311000,2020,Stolwijk,Krimpenerwaard,Buurt,1,"0,5",18 jaar of ouder,Waarde,Stolwijk,Krimpenerwaard,Buurt,80.8,46.9,15.3,14.5,47.0,78.5,7.9,6.0,31.0,.,.,4.9,8.5
BU19311000,2022,Stolwijk,Krimpenerwaard,Buurt,1,0.6,18 jaar of ouder,Waarde,Stolwijk,Krimpenerwaard,Buurt,71.6,42.9,16.7,14.9,45.7,78.4,9.2,6.8,30.7,18.5,15.4,8.1,11.2
BU19311001,2016,Bovenkerk,Krimpenerwaard,Buurt,1,1,18 jaar of ouder,Waarde,Bovenkerk,Krimpenerwaard,Buurt,86.3,53.2,10.5,16.2,37.2,86.8,11.4,6.9,24.8,.,.,3.2,5.2
BU19311001,2020,Bovenkerk,Krimpenerwaard,Buurt,1,"0,9",18 jaar of ouder,Waarde,Bovenkerk,Krimpenerwaard,Buurt,86.7,49.3,12.1,13.4,39.5,85.0,8.8,6.7,26.5,.,.,4.0,6.2
